datetime,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex,icon
2011-11-19,6.6,4.3,60.7,0.0,,21.3,15.7,95.4,2,cloudy
2011-11-20,2.1,-1.5,75.8,0.0,,24.1,15.8,98.7,4,cloudy
2011-11-21,1.0,-1.4,78.2,0.0,,14.4,15.7,50.9,5,partly-cloudy-day
2011-11-22,2.3,-0.9,85.2,0.0,,22.3,11.5,64.7,1,partly-cloudy-day
2011-11-23,2.7,1.7,81.4,0.0,,13.6,9.0,26.3,5,partly-cloudy-day
2011-11-24,6.5,3.5,86.7,0.0,,23.8,7.3,64.4,3,partly-cloudy-day
2011-11-25,9.2,7.6,75.3,0.0,,20.3,15.3,50.3,2,partly-cloudy-day
2011-11-26,9.9,9.2,85.9,7.626,rain,23.5,10.7,100.0,1,rain
2011-11-27,1.9,-2.6,75.6,0.0,,27.8,16.0,100.0,4,cloudy
2011-11-28,-1.2,-2.2,76.7,0.0,,9.4,14.0,62.6,5,partly-cloudy-day
2011-11-29,0.2,-5.1,67.8,0.0,,36.7,16.0,11.7,3,clear-day
2011-11-30,0.6,-1.7,51.1,0.0,,14.7,16.0,18.0,4,clear-day
2011-12-01,2.2,-0.5,60.2,0.0,,23.2,15.7,50.1,2,partly-cloudy-day
2011-12-02,-1.4,-4.4,69.7,0.0,,21.5,15.5,7.5,5,clear-day
2011-12-03,5.5,2.2,90.8,18.121,rain,22.5,7.2,94.8,1,rain
2011-12-04,3.2,0.7,86.7,6.313,rain,22.7,12.2,100.0,4,rain
2011-12-05,-0.2,-4.1,85.6,0.0,,19.3,12.1,100.0,2,cloudy
2011-12-06,-2.6,-5.4,68.4,0.0,,18.0,16.0,95.8,2,cloudy
2011-12-07,-3.6,-7.4,66.9,0.0,,16.5,15.9,57.1,4,partly-cloudy-day
2011-12-08,-2.3,-5.3,60.7,0.0,,18.4,15.2,60.6,3,partly-cloudy-day
2011-12-09,-6.9,-11.3,50.3,0.0,,16.6,16.0,21.8,4,partly-cloudy-day
2011-12-10,-7.1,-10.9,59.3,0.0,,22.0,16.0,22.4,4,partly-cloudy-day
2011-12-11,0.7,-3.7,72.1,0.0,,23.7,13.4,9.9,4,clear-day
2011-12-12,2.9,-0.2,72.0,0.0,,17.9,12.5,93.0,3,cloudy
2011-12-13,4.0,3.5,65.9,0.0,,10.8,15.3,100.0,4,cloudy
2011-12-14,6.0,3.7,94.5,16.049,rain,21.0,5.3,100.0,3,rain
2011-12-15,3.6,-0.3,73.6,0.667,rain,26.8,15.3,88.1,3,rain
2011-12-16,-3.5,-5.7,67.7,0.0,,12.4,16.0,19.2,4,clear-day
2011-12-17,-2.8,-4.5,83.7,1.728,snow,9.7,10.0,90.6,3,rain
2011-12-18,-0.3,-3.0,80.3,0.0,,24.9,12.4,3.1,4,clear-day
2011-12-19,2.9,0.6,76.9,0.0,,24.0,15.2,41.9,4,partly-cloudy-day
2011-12-20,-0.8,-2.1,80.6,0.0,,12.8,15.4,54.8,3,partly-cloudy-day
2011-12-21,1.4,0.0,89.8,0.645,"rain,snow",11.5,7.3,76.3,4,rain
2011-12-22,-0.7,-4.4,82.7,2.068,"rain,snow",21.7,10.9,87.8,2,rain
2011-12-23,-4.8,-7.9,73.1,0.0,,23.2,15.3,46.3,3,partly-cloudy-day
2011-12-24,-0.6,-4.1,71.8,0.0,,21.0,15.7,11.7,4,clear-day
2011-12-25,2.2,-0.7,64.7,0.0,,26.2,16.0,20.0,4,clear-day
2011-12-26,1.7,-1.6,67.3,0.0,,26.4,16.0,20.2,4,partly-cloudy-day
2011-12-27,0.7,-3.6,68.8,0.0,,33.0,16.0,49.2,3,partly-cloudy-day
2011-12-28,-5.1,-8.7,72.6,0.0,,17.6,16.0,43.7,3,partly-cloudy-day
2011-12-29,1.2,-1.3,78.9,0.0,,22.0,13.6,33.1,4,partly-cloudy-day
2011-12-30,-0.1,-3.9,91.7,6.598,"rain,snow",23.4,5.7,81.1,1,rain
2011-12-31,-1.0,-4.7,93.0,0.0,,25.6,5.3,71.2,2,partly-cloudy-day
2012-01-01,0.0,-5.3,75.2,2.247,"rain,snow",37.6,12.6,99.9,4,rain
2012-01-02,-7.0,-14.7,60.9,0.0,,33.7,14.8,72.6,3,partly-cloudy-day
2012-01-03,-7.4,-11.9,56.7,0.0,,33.5,16.0,0.0,4,clear-day
2012-01-04,-1.6,-3.8,61.7,0.0,,17.4,16.0,8.1,3,clear-day
2012-01-05,2.9,1.4,65.4,0.0,,14.7,16.0,2.6,4,clear-day
2012-01-06,6.0,4.9,58.5,0.0,,15.4,15.9,22.3,2,partly-cloudy-day
2012-01-07,1.0,-1.4,66.4,0.0,,17.6,16.0,18.1,4,clear-day
2012-01-08,-2.0,-3.1,73.9,0.0,,13.8,16.0,0.0,4,clear-day
2012-01-09,2.8,-0.1,65.0,0.0,,23.8,16.0,12.4,4,clear-day
2012-01-10,2.5,1.5,70.8,0.0,,19.9,15.3,0.0,4,clear-day
2012-01-11,4.0,2.1,63.7,0.0,,18.3,15.2,8.3,4,clear-day
2012-01-12,-5.4,-12.0,80.6,7.621,snow,24.0,6.8,99.9,1,rain
2012-01-13,-8.1,-14.2,71.0,0.0,,23.0,12.5,99.3,3,cloudy
2012-01-14,-9.7,-10.7,69.9,0.0,,9.2,14.1,81.0,4,partly-cloudy-day
2012-01-15,-4.4,-10.3,73.0,0.0,,31.3,14.0,54.1,4,partly-cloudy-day
2012-01-16,1.3,-1.8,76.0,0.0,,25.0,14.9,44.3,2,partly-cloudy-day
2012-01-17,-4.5,-10.9,76.5,2.757,"rain,snow",30.1,9.7,69.2,3,rain
2012-01-18,-11.4,-15.7,70.1,0.0,,26.4,15.9,21.8,5,partly-cloudy-day
2012-01-19,-14.9,-21.2,54.0,0.242,snow,27.6,15.4,18.0,5,snow
2012-01-20,-17.1,-21.8,72.1,6.197,snow,14.4,11.0,70.1,1,snow
2012-01-21,-14.0,-16.1,69.5,0.0,,13.2,15.6,17.0,5,clear-day
2012-01-22,-4.0,-10.0,88.5,1.694,"rain,snow",29.8,5.8,78.5,2,rain
2012-01-23,-0.3,-4.0,85.0,8.041,"rain,snow",25.0,9.5,100.0,3,rain
2012-01-24,-3.5,-6.6,75.3,0.0,,17.7,14.2,48.7,5,partly-cloudy-day
2012-01-25,-3.5,-5.8,81.5,0.0,,24.2,9.0,65.3,3,partly-cloudy-day
2012-01-26,-0.4,-3.5,91.1,0.0,,20.8,4.3,92.5,4,cloudy
2012-01-27,0.3,-2.9,67.3,0.242,"rain,snow",18.2,14.9,56.3,4,rain
2012-01-28,-2.1,-7.2,63.3,0.242,"rain,snow",26.2,15.0,37.7,5,rain
2012-01-29,-5.1,-8.7,67.9,1.086,snow,20.8,13.9,41.0,5,snow
2012-01-30,0.0,-3.5,67.4,0.0,,21.6,16.0,50.6,4,partly-cloudy-day
2012-01-31,6.4,3.8,73.1,0.0,,23.4,16.0,4.7,2,clear-day
2012-02-01,2.0,0.4,80.8,0.0,,14.6,12.0,55.0,4,partly-cloudy-day
2012-02-02,-1.6,-3.2,91.3,0.0,,10.8,5.5,80.4,5,partly-cloudy-day
2012-02-03,-0.4,-3.3,90.9,0.0,,15.9,4.9,100.0,3,cloudy
2012-02-04,1.3,-1.2,74.7,0.0,,16.8,15.3,38.2,5,partly-cloudy-day
2012-02-05,-0.5,-2.4,79.8,0.0,,13.7,13.1,33.0,5,partly-cloudy-day
2012-02-06,-0.9,-3.7,82.4,0.0,,15.5,12.2,55.1,6,partly-cloudy-day
2012-02-07,-2.6,-6.7,76.7,0.0,,30.7,14.9,81.0,4,partly-cloudy-day
2012-02-08,-4.8,-6.7,62.0,0.0,,14.4,15.3,0.0,6,clear-day
2012-02-09,-2.9,-6.0,61.1,0.0,,21.7,16.0,30.1,6,partly-cloudy-day
2012-02-10,-5.2,-11.5,72.5,0.925,"rain,snow",38.3,10.9,75.6,2,rain
2012-02-11,-10.5,-18.2,44.0,0.0,,23.9,16.0,0.0,6,clear-day
2012-02-12,-5.4,-10.0,42.4,0.0,,18.8,16.0,0.0,6,clear-day
2012-02-13,-3.8,-7.3,70.8,2.338,"rain,snow",19.0,11.1,74.9,1,rain
2012-02-14,0.2,-2.6,82.2,0.0,,14.6,11.4,98.9,4,cloudy
2012-02-15,2.9,0.0,80.2,0.0,,19.8,10.6,85.5,6,partly-cloudy-day
2012-02-16,3.0,0.6,65.5,0.0,,24.6,11.6,43.0,6,partly-cloudy-day
2012-02-17,0.7,-1.4,73.5,0.53,"rain,snow",21.6,14.4,46.5,4,rain
2012-02-18,-0.4,-3.1,62.0,0.0,,20.0,16.0,29.0,6,partly-cloudy-day
2012-02-19,-2.1,-3.0,66.8,0.0,,11.9,15.8,3.9,6,clear-day
2012-02-20,0.1,-3.2,62.2,0.0,,30.4,16.0,6.0,6,clear-day
2012-02-21,2.4,-1.2,75.0,0.887,"rain,snow",27.1,11.9,87.8,3,rain
2012-02-22,1.4,-1.1,70.9,0.0,,13.5,16.0,40.1,4,partly-cloudy-day
2012-02-23,-0.2,-2.4,78.6,2.69,"rain,snow",19.1,10.4,69.7,2,rain
2012-02-24,-1.1,-6.0,76.9,1.819,"rain,snow",24.6,10.1,98.9,3,rain
2012-02-25,-5.2,-10.1,62.6,0.0,,22.7,16.0,27.6,7,partly-cloudy-day
2012-02-26,0.1,-4.9,62.6,0.0,,38.3,16.0,30.1,7,partly-cloudy-day
2012-02-27,-1.0,-4.9,60.8,0.0,,25.4,16.0,34.2,7,partly-cloudy-day
2012-02-28,-0.3,-3.8,73.8,2.745,"rain,snow",29.6,13.5,87.9,5,rain
2012-02-29,3.2,-1.1,83.5,10.888,"rain,snow",33.8,9.8,97.6,7,rain
2012-03-01,2.0,0.0,78.6,0.0,,15.3,16.0,99.5,6,cloudy
2012-03-02,0.6,-3.3,89.0,8.751,"rain,snow",26.9,7.7,95.6,2,rain
2012-03-03,-1.5,-6.2,71.2,0.0,,23.4,15.4,95.4,4,cloudy
2012-03-04,-3.9,-6.0,80.7,0.484,snow,11.1,9.8,100.0,5,snow
2012-03-05,-4.2,-7.1,72.6,0.0,,23.0,14.5,36.5,7,partly-cloudy-day
2012-03-06,7.7,5.1,59.4,0.0,,32.1,16.0,8.0,7,clear-day
2012-03-07,13.2,13.0,61.8,9.086,rain,35.0,15.0,91.6,3,rain
2012-03-08,2.8,-1.3,62.4,2.016,rain,29.3,14.2,58.1,7,rain
2012-03-09,-1.3,-5.9,40.0,0.0,,31.4,16.0,1.2,8,clear-day
2012-03-10,6.9,4.1,43.4,0.0,,33.1,16.0,2.8,7,clear-day
2012-03-11,11.8,10.7,40.4,0.0,,24.6,16.0,12.6,6,clear-day
2012-03-12,11.7,11.7,79.1,5.489,rain,29.4,13.4,85.1,4,rain
2012-03-13,12.3,12.0,55.3,0.0,,14.1,15.8,2.4,7,clear-day
2012-03-14,16.8,16.6,63.0,0.0,,24.9,16.0,18.8,7,clear-day
2012-03-15,17.6,17.6,73.1,0.0,,10.7,10.7,30.8,7,partly-cloudy-day
2012-03-16,16.2,16.2,68.8,0.0,,23.7,14.0,17.5,6,clear-day
2012-03-17,20.5,20.5,65.5,1.619,rain,24.8,16.0,25.9,4,rain
2012-03-18,20.5,20.5,61.5,0.0,,27.7,16.0,27.3,5,partly-cloudy-day
2012-03-19,19.1,19.1,77.1,4.038,rain,26.7,15.8,41.0,3,rain
2012-03-20,21.9,21.8,51.2,0.0,,34.1,16.0,7.9,8,clear-day
2012-03-21,21.3,21.3,54.6,0.0,,25.6,16.0,27.6,7,partly-cloudy-day
2012-03-22,18.9,18.9,73.6,6.874,rain,18.4,14.5,71.5,5,rain
2012-03-23,16.0,16.0,89.7,4.566,rain,14.4,7.9,98.4,7,rain
2012-03-24,13.8,13.8,91.4,0.006,rain,14.4,7.6,99.0,6,rain
2012-03-25,15.2,15.1,74.4,0.0,,28.7,12.7,45.9,8,partly-cloudy-day
2012-03-26,4.3,0.0,61.7,0.709,rain,28.2,16.0,91.2,4,rain
2012-03-27,12.6,10.6,53.8,0.0,,36.8,16.0,44.2,8,partly-cloudy-day
2012-03-28,12.8,12.7,52.3,0.0,,27.4,16.0,24.4,8,partly-cloudy-day
2012-03-29,6.1,4.1,68.5,0.0,,25.8,16.0,14.6,5,clear-day
2012-03-30,4.8,1.8,88.1,18.898,rain,20.1,8.2,97.9,8,rain
2012-03-31,4.5,1.7,87.3,0.0,,19.1,9.7,90.8,8,cloudy
2012-04-01,8.6,7.4,79.4,0.112,rain,20.9,9.4,56.5,8,rain
2012-04-02,11.0,9.9,59.8,0.0,,32.0,16.0,21.3,8,partly-cloudy-day
2012-04-03,11.8,11.0,67.1,0.0,,34.6,16.0,40.6,8,partly-cloudy-day
2012-04-04,9.8,9.0,59.8,0.0,,24.9,15.9,0.1,9,clear-day
2012-04-05,5.9,2.9,59.3,0.0,,27.7,16.0,6.8,9,clear-day
2012-04-06,6.5,5.4,53.6,0.0,,17.0,16.0,0.0,9,clear-day
2012-04-07,9.3,8.4,56.8,0.491,rain,24.6,15.7,31.9,8,rain
2012-04-08,9.8,9.0,55.2,0.0,,29.9,16.0,22.8,9,partly-cloudy-day
2012-04-09,8.0,6.7,46.0,0.0,,36.2,16.0,12.1,9,clear-day
2012-04-10,2.7,-1.2,44.2,0.0,,29.8,16.0,32.8,9,partly-cloudy-day
2012-04-11,5.6,3.9,49.4,0.0,,15.9,16.0,11.6,9,clear-day
2012-04-12,9.3,8.6,46.1,0.0,,15.0,16.0,7.8,9,clear-day
2012-04-13,10.8,10.0,49.1,0.0,,34.3,16.0,52.0,6,partly-cloudy-day
2012-04-14,15.9,15.9,68.5,0.005,rain,21.7,15.5,50.8,7,rain
2012-04-15,18.8,18.8,82.1,17.84,rain,47.9,13.4,78.0,7,rain
2012-04-16,11.2,9.4,66.7,0.026,rain,38.8,15.8,81.1,8,rain
2012-04-17,7.6,7.2,60.2,0.0,,14.2,16.0,23.4,9,partly-cloudy-day
2012-04-18,13.3,12.3,60.5,0.0,,32.0,16.0,65.5,8,partly-cloudy-day
2012-04-19,7.8,5.8,84.2,20.16,rain,24.8,14.1,74.5,6,rain
2012-04-20,4.9,1.4,83.7,6.044,rain,33.9,14.2,78.1,5,rain
2012-04-21,6.3,5.7,60.9,0.0,,16.7,15.8,27.5,8,partly-cloudy-day
2012-04-22,6.8,5.7,54.6,0.0,,25.1,16.0,41.0,9,partly-cloudy-day
2012-04-23,7.5,7.3,60.0,0.0,,22.9,15.8,15.6,9,clear-day
2012-04-24,11.4,11.1,45.4,0.0,,11.2,16.0,38.8,8,partly-cloudy-day
2012-04-25,10.3,9.6,78.0,4.504,rain,20.3,15.0,68.7,5,rain
2012-04-26,9.2,8.2,64.3,0.0,,28.8,13.3,29.4,9,partly-cloudy-day
2012-04-27,6.4,5.1,52.2,0.0,,26.9,16.0,31.2,8,partly-cloudy-day
2012-04-28,6.0,2.6,71.7,3.464,rain,31.0,14.0,99.5,4,rain
2012-04-29,7.5,6.2,65.8,10.688,rain,24.6,13.8,40.6,7,rain
2012-04-30,9.9,9.7,86.5,3.417,rain,10.8,9.3,99.2,7,rain
2012-05-01,12.1,11.9,80.9,0.0,,21.2,11.0,44.9,6,partly-cloudy-day
2012-05-02,19.8,19.8,77.6,7.219,rain,19.6,11.5,59.9,7,rain
2012-05-03,22.9,22.9,73.9,1.111,rain,19.7,15.4,63.9,6,rain
2012-05-04,16.5,16.5,83.8,0.0,,21.6,13.0,64.5,7,partly-cloudy-day
2012-05-05,13.8,13.8,82.4,0.469,rain,27.0,15.8,96.3,7,rain
2012-05-06,14.3,14.3,89.8,23.168,rain,24.4,11.1,95.2,5,rain
2012-05-07,15.3,15.3,77.1,0.254,rain,13.2,11.3,66.9,5,rain
2012-05-08,14.3,14.3,61.8,0.004,rain,17.3,16.0,45.3,9,rain
2012-05-09,12.0,11.7,66.9,0.0,,24.4,16.0,58.2,9,partly-cloudy-day
2012-05-10,13.4,13.3,51.5,0.0,,14.0,15.9,0.0,10,clear-day
2012-05-11,18.5,18.5,45.1,0.0,,31.1,16.0,34.3,8,partly-cloudy-day
2012-05-12,16.0,16.0,60.1,0.0,,18.7,16.0,38.8,6,partly-cloudy-day
2012-05-13,15.4,15.3,51.0,0.0,,8.6,16.0,13.2,10,clear-day
2012-05-14,17.5,17.5,47.9,0.0,,13.6,16.0,0.0,10,clear-day
2012-05-15,21.2,21.0,41.4,0.242,rain,22.5,15.9,22.5,9,rain
2012-05-16,14.0,13.9,52.9,0.0,,25.6,16.0,2.8,10,clear-day
2012-05-17,16.4,16.4,41.6,0.0,,29.3,16.0,7.4,9,clear-day
2012-05-18,21.7,21.3,36.7,0.0,,26.7,16.0,0.0,10,clear-day
2012-05-19,24.4,24.0,40.8,0.0,,31.0,15.9,12.5,9,clear-day
2012-05-20,23.7,23.7,53.3,0.0,,29.5,16.0,24.0,7,partly-cloudy-day
2012-05-21,16.4,16.2,51.4,0.0,,30.1,16.0,26.0,10,partly-cloudy-day
2012-05-22,15.9,15.9,51.2,0.0,,14.0,16.0,0.0,10,clear-day
2012-05-23,20.0,19.8,39.5,0.0,,30.9,16.0,0.0,10,clear-day
2012-05-24,25.0,24.6,42.2,0.487,rain,52.9,16.0,21.3,9,rain
2012-05-25,18.5,18.5,68.4,0.327,rain,29.8,16.0,34.6,10,rain
2012-05-26,18.3,18.3,77.7,18.475,rain,28.4,14.2,67.4,9,rain
2012-05-27,25.9,26.0,56.3,0.0,,30.0,16.0,16.0,9,clear-day
2012-05-28,24.7,24.9,63.4,14.301,rain,24.7,15.9,33.9,9,rain
2012-05-29,19.2,19.2,52.3,0.0,,32.1,16.0,18.3,10,clear-day
2012-05-30,14.0,14.0,64.3,0.0,,17.2,16.0,85.2,10,partly-cloudy-day
2012-05-31,10.4,9.8,73.4,10.205,rain,22.0,15.2,86.7,5,rain
2012-06-01,14.2,13.9,54.7,0.0,,25.6,16.0,70.9,9,partly-cloudy-day
2012-06-02,17.6,17.6,46.0,0.0,,18.9,16.0,10.8,10,clear-day
2012-06-03,19.8,19.8,50.6,0.0,,16.5,16.0,32.2,10,partly-cloudy-day
2012-06-04,20.8,20.8,56.4,0.01,rain,20.0,16.0,65.7,10,rain
2012-06-05,17.9,17.9,60.9,0.0,,17.6,16.0,67.0,9,partly-cloudy-day
2012-06-06,17.3,17.3,58.1,0.0,,9.6,16.0,16.6,10,clear-day
2012-06-07,19.7,19.7,55.0,0.006,rain,11.0,16.0,16.3,10,rain
2012-06-08,23.1,22.9,51.8,0.0,,19.0,16.0,15.6,10,clear-day
2012-06-09,25.9,25.4,41.2,0.0,,22.6,16.0,3.5,10,clear-day
2012-06-10,26.5,26.1,45.6,0.0,,31.9,16.0,22.7,10,partly-cloudy-day
2012-06-11,24.8,25.0,60.2,2.835,rain,22.1,15.9,41.7,8,rain
2012-06-12,17.2,17.2,51.5,0.0,,18.0,16.0,13.7,10,clear-day
2012-06-13,16.8,16.8,58.0,0.0,,30.1,16.0,16.5,9,clear-day
2012-06-14,21.1,21.0,46.5,0.0,,32.3,16.0,3.5,10,clear-day
2012-06-15,25.0,24.6,45.3,0.0,,23.3,16.0,0.0,9,clear-day
2012-06-16,25.6,25.9,52.6,0.489,rain,23.8,16.0,36.9,9,rain
2012-06-17,24.6,24.3,53.8,0.051,rain,14.5,15.9,30.7,9,rain
2012-06-18,28.5,29.7,56.9,0.0,,32.2,16.0,53.7,9,partly-cloudy-day
2012-06-19,29.9,30.9,50.5,0.0,,33.5,16.0,28.1,9,partly-cloudy-day
2012-06-20,29.7,30.4,52.3,0.0,,37.2,16.0,24.4,9,partly-cloudy-day
2012-06-21,23.1,23.1,62.3,4.009,rain,18.9,16.0,51.2,10,rain
2012-06-22,22.2,21.9,54.1,0.0,,13.7,16.0,22.2,10,partly-cloudy-day
2012-06-23,21.9,21.8,59.2,0.0,,14.0,16.0,35.3,8,partly-cloudy-day
2012-06-24,24.1,24.2,62.0,0.0,,23.6,16.0,41.3,8,partly-cloudy-day
2012-06-25,19.9,19.9,46.5,0.0,,20.9,16.0,8.1,10,clear-day
2012-06-26,20.1,19.9,50.8,0.0,,16.2,16.0,0.0,9,clear-day
2012-06-27,26.7,26.5,44.4,0.0,,32.1,16.0,0.0,9,clear-day
2012-06-28,29.8,32.2,54.0,0.0,,18.9,15.8,13.2,7,clear-day
2012-06-29,24.1,23.8,55.5,0.014,rain,21.0,16.0,10.1,8,rain
2012-06-30,26.3,26.2,61.4,0.0,,13.0,15.6,9.0,9,clear-day
2012-07-01,26.5,26.6,55.9,0.0,,15.0,16.0,12.4,9,clear-day
2012-07-02,29.6,30.8,56.4,0.0,,15.2,16.0,19.7,9,clear-day
2012-07-03,30.6,32.4,54.4,0.0,,22.5,16.0,25.3,9,partly-cloudy-day
2012-07-04,32.7,35.0,50.1,0.0,,18.5,16.0,10.8,9,clear-day
2012-07-05,32.6,34.7,50.4,0.0,,14.9,16.0,14.8,9,clear-day
2012-07-06,32.5,34.7,53.6,0.0,,14.4,15.8,11.5,7,clear-day
2012-07-07,28.4,29.6,55.7,0.0,,26.7,16.0,26.6,9,partly-cloudy-day
2012-07-08,25.6,25.2,47.5,0.0,,13.8,16.0,21.6,9,partly-cloudy-day
2012-07-09,25.4,24.9,50.5,0.0,,17.0,16.0,43.0,9,partly-cloudy-day
2012-07-10,24.1,23.7,47.0,0.0,,18.2,16.0,46.2,8,partly-cloudy-day
2012-07-11,24.1,23.4,43.1,0.0,,18.4,16.0,18.5,10,clear-day
2012-07-12,25.4,24.8,46.2,0.0,,15.9,16.0,20.6,9,partly-cloudy-day
2012-07-13,25.6,25.6,51.3,0.242,rain,22.7,15.8,32.8,6,rain
2012-07-14,26.9,27.0,58.7,0.053,rain,16.6,15.8,45.2,9,rain
2012-07-15,28.3,28.5,56.7,0.0,,11.7,15.4,23.4,9,partly-cloudy-day
2012-07-16,30.1,30.6,49.6,0.0,,18.1,16.0,11.1,9,clear-day
2012-07-17,31.3,32.5,52.7,0.079,rain,17.7,16.0,20.3,9,rain
2012-07-18,25.5,26.4,75.0,21.531,rain,24.5,14.7,49.9,9,rain
2012-07-19,21.6,21.6,86.1,11.788,rain,26.5,10.7,98.9,9,rain
2012-07-20,22.9,22.8,61.1,0.0,,15.9,15.9,30.5,9,partly-cloudy-day
2012-07-21,24.5,24.9,65.8,0.0,,11.3,16.0,17.5,6,clear-day
2012-07-22,26.2,26.8,65.6,0.651,rain,17.7,15.4,17.5,8,rain
2012-07-23,29.6,31.8,58.9,0.0,,14.6,16.0,11.5,9,clear-day
2012-07-24,24.3,24.7,76.0,13.73,rain,23.6,14.1,55.0,5,rain
2012-07-25,27.7,29.3,61.1,14.112,rain,27.7,15.3,30.2,9,rain
2012-07-26,25.7,26.1,68.2,23.242,rain,32.2,15.2,57.7,9,rain
2012-07-27,22.3,22.3,73.6,3.075,rain,17.2,15.8,62.8,9,rain
2012-07-28,22.4,22.4,69.0,0.0,,10.1,13.7,27.9,9,partly-cloudy-day
2012-07-29,22.9,22.9,72.0,1.213,rain,13.7,16.0,51.9,5,rain
2012-07-30,26.3,27.3,66.0,0.0,,14.4,15.7,35.9,9,partly-cloudy-day
2012-07-31,24.8,25.0,66.3,4.989,rain,12.9,15.7,22.8,9,rain
2012-08-01,25.3,25.4,65.2,0.0,,14.5,13.8,7.4,9,clear-day
2012-08-02,26.7,27.0,59.6,0.071,rain,13.6,16.0,27.1,9,rain
2012-08-03,26.7,27.5,64.5,0.021,rain,17.9,15.7,11.5,9,rain
2012-08-04,24.3,24.8,77.1,3.49,rain,37.7,12.7,17.2,8,rain
2012-08-05,20.8,20.8,65.5,0.0,,20.0,15.8,11.3,10,clear-day
2012-08-06,19.9,19.7,63.0,0.0,,12.1,15.8,0.4,9,clear-day
2012-08-07,24.8,24.9,55.9,0.0,,13.0,16.0,27.2,9,partly-cloudy-day
2012-08-08,20.6,20.6,82.6,4.343,rain,15.7,13.2,44.5,5,rain
2012-08-09,17.8,17.8,87.4,11.345,rain,20.3,14.5,89.2,5,rain
2012-08-10,18.2,18.2,69.7,0.003,rain,25.9,15.9,42.8,9,rain
2012-08-11,18.0,18.0,61.4,0.0,,19.8,16.0,3.7,9,clear-day
2012-08-12,17.7,17.7,71.9,0.0,,11.1,16.0,43.9,7,partly-cloudy-day
2012-08-13,19.2,19.2,75.4,1.6,rain,13.5,15.0,74.4,5,rain
2012-08-14,20.3,20.3,70.2,0.0,,7.6,15.6,30.0,9,partly-cloudy-day
2012-08-15,23.5,23.4,61.0,0.007,rain,20.5,16.0,66.1,8,rain
2012-08-16,20.8,20.8,70.6,15.819,rain,26.0,14.9,71.8,6,rain
2012-08-17,16.9,16.9,62.6,0.0,,17.7,16.0,4.3,9,clear-day
2012-08-18,16.1,16.1,67.3,0.0,,10.7,14.8,14.3,9,clear-day
2012-08-19,16.7,16.7,73.9,0.412,rain,12.0,15.9,47.1,9,rain
2012-08-20,16.8,16.8,68.8,0.0,,12.4,12.9,28.8,9,partly-cloudy-day
2012-08-21,17.7,17.7,61.0,0.0,,10.4,15.8,6.5,9,clear-day
2012-08-22,21.6,21.4,54.0,0.0,,14.9,16.0,2.0,9,clear-day
2012-08-23,25.6,25.4,46.3,0.0,,19.5,16.0,19.7,8,clear-day
2012-08-24,25.6,25.4,50.9,0.0,,18.4,16.0,22.3,7,partly-cloudy-day
2012-08-25,25.6,25.3,53.3,0.0,,25.7,16.0,11.4,8,clear-day
2012-08-26,22.8,22.8,81.3,4.66,rain,10.6,13.6,89.3,2,rain
2012-08-27,22.9,22.6,68.1,0.051,rain,18.7,11.1,28.4,9,rain
2012-08-28,21.3,21.2,69.6,0.0,,14.2,15.4,7.0,8,clear-day
2012-08-29,24.2,24.3,59.2,0.007,rain,21.4,16.0,10.0,8,rain
2012-08-30,26.8,26.8,55.7,0.141,rain,24.0,16.0,0.0,8,rain
2012-08-31,26.5,26.9,55.3,0.0,,19.0,16.0,0.9,8,clear-day
2012-09-01,21.5,21.5,56.3,0.0,,28.7,16.0,26.9,4,partly-cloudy-day
2012-09-02,23.1,23.4,68.6,0.0,,21.5,16.0,53.7,8,partly-cloudy-day
2012-09-03,23.5,24.1,74.2,0.302,rain,14.4,15.8,19.7,8,rain
2012-09-04,24.6,24.8,70.3,7.733,rain,27.6,12.0,29.3,7,rain
2012-09-05,22.5,22.6,66.6,3.364,rain,26.7,15.8,24.4,7,rain
2012-09-06,20.5,20.5,62.2,0.0,,14.1,16.0,0.0,8,clear-day
2012-09-07,17.0,17.0,79.9,0.751,rain,26.5,15.3,61.9,4,rain
2012-09-08,15.2,15.2,68.2,8.674,rain,24.0,15.6,36.2,8,rain
2012-09-09,15.2,15.2,73.8,0.002,rain,19.2,16.0,42.6,8,rain
2012-09-10,17.1,17.1,62.5,0.0,,24.0,15.7,0.9,8,clear-day
2012-09-11,22.1,22.0,52.2,0.0,,25.8,16.0,1.8,8,clear-day
2012-09-12,22.3,22.2,51.7,0.0,,21.9,16.0,13.2,8,clear-day
2012-09-13,13.3,13.3,75.5,0.557,rain,19.8,15.7,64.8,3,rain
2012-09-14,14.7,14.7,65.5,0.0,,16.4,15.3,7.5,8,clear-day
2012-09-15,16.4,16.4,59.0,0.0,,11.4,15.6,2.8,8,clear-day
2012-09-16,19.2,19.2,47.9,0.0,,18.5,16.0,0.0,8,clear-day
2012-09-17,16.5,16.5,71.1,1.217,rain,25.2,15.8,71.3,6,rain
2012-09-18,9.6,8.8,65.4,0.0,,25.0,16.0,31.8,6,partly-cloudy-day
2012-09-19,13.6,13.2,55.0,0.782,rain,34.6,16.0,49.6,8,rain
2012-09-20,13.7,13.7,51.5,0.0,,27.9,16.0,12.9,6,clear-day
2012-09-21,11.5,11.5,69.3,1.464,rain,16.6,15.8,72.5,3,rain
