datetime,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex,icon
2013-07-24,17.5,17.5,68.4,0.0,,7.7,16.0,30.8,9,partly-cloudy-day
2013-07-25,20.5,20.5,69.1,2.007,rain,21.3,15.8,51.7,9,rain
2013-07-26,20.4,20.4,77.0,6.913,rain,15.1,15.4,51.1,8,rain
2013-07-27,13.4,13.4,72.7,0.326,rain,20.4,15.6,79.3,9,rain
2013-07-28,14.9,14.9,73.5,0.631,rain,20.5,15.7,87.0,9,rain
2013-07-29,17.9,17.9,70.6,0.0,,13.9,16.0,37.0,9,partly-cloudy-day
2013-07-30,18.7,18.7,78.6,0.026,rain,18.4,15.0,69.2,6,rain
2013-07-31,20.8,20.8,78.5,0.015,rain,16.1,13.9,77.5,9,rain
2013-08-01,20.7,20.7,66.2,0.002,rain,18.0,15.9,36.0,9,rain
2013-08-02,22.0,22.0,65.8,2.997,rain,13.3,16.0,56.5,6,rain
2013-08-03,19.2,19.2,63.2,0.0,,15.9,16.0,25.9,9,partly-cloudy-day
2013-08-04,18.0,18.0,70.4,0.0,,14.4,16.0,35.3,9,partly-cloudy-day
2013-08-05,18.9,18.9,79.2,1.429,rain,19.1,15.4,69.0,5,rain
2013-08-06,23.6,23.9,76.8,0.014,rain,14.4,14.3,66.4,9,rain
2013-08-07,23.3,23.3,75.1,0.0,,21.9,15.0,37.6,9,partly-cloudy-day
2013-08-08,20.4,20.4,71.3,0.0,,13.3,15.5,61.9,8,partly-cloudy-day
2013-08-09,21.3,21.3,63.3,0.0,,13.9,16.0,41.0,8,partly-cloudy-day
2013-08-10,18.1,18.1,72.3,0.0,,11.1,15.8,44.1,9,partly-cloudy-day
2013-08-11,18.0,18.0,85.7,2.932,rain,12.3,15.1,74.5,8,rain
2013-08-12,21.5,21.5,77.2,0.31,rain,12.9,12.5,75.7,7,rain
2013-08-13,17.0,17.0,64.2,0.0,,20.4,16.0,55.2,9,partly-cloudy-day
2013-08-14,15.7,15.7,71.6,0.0,,9.3,15.9,32.1,9,partly-cloudy-day
2013-08-15,18.9,18.9,65.3,0.0,,9.3,16.0,81.8,8,partly-cloudy-day
2013-08-16,19.5,19.5,66.8,0.0,,11.0,15.7,32.9,9,partly-cloudy-day
2013-08-17,19.5,19.5,66.1,0.0,,12.7,15.1,11.4,9,clear-day
2013-08-18,20.3,20.2,64.3,0.0,,14.3,15.2,8.4,9,clear-day
2013-08-19,21.2,21.2,69.3,0.0,,12.6,15.5,19.6,7,clear-day
2013-08-20,24.6,24.7,64.0,0.0,,20.5,15.5,22.3,8,partly-cloudy-day
2013-08-21,26.5,27.2,64.1,0.0,,24.9,15.7,54.7,8,partly-cloudy-day
2013-08-22,22.0,22.0,87.7,43.528,rain,18.3,12.0,49.3,4,rain
2013-08-23,21.1,21.1,66.4,0.179,rain,15.1,15.0,7.8,9,rain
2013-08-24,22.0,22.2,69.0,0.0,,22.1,16.0,8.2,8,clear-day
2013-08-25,26.2,27.0,64.5,0.0,,20.0,16.0,5.1,8,clear-day
2013-08-26,27.1,28.8,67.4,0.0,,18.3,16.0,5.6,8,clear-day
2013-08-27,28.9,31.2,66.0,0.0,,16.1,16.0,10.4,8,clear-day
2013-08-28,24.9,25.4,81.0,0.0,,14.3,14.0,64.0,8,partly-cloudy-day
2013-08-29,24.0,24.3,74.3,0.002,rain,22.3,12.3,14.4,8,rain
2013-08-30,26.5,28.2,74.9,0.073,rain,21.2,15.2,43.5,8,rain
2013-08-31,22.0,22.0,77.1,0.013,rain,19.1,16.0,62.7,6,rain
2013-09-01,22.1,22.3,78.2,0.039,rain,13.4,14.1,46.6,7,rain
2013-09-02,17.6,17.6,75.3,0.0,,17.1,16.0,53.3,9,partly-cloudy-day
2013-09-03,15.6,15.6,74.9,0.0,,11.1,14.6,4.6,8,clear-day
2013-09-04,19.6,19.7,72.9,0.0,,12.9,15.8,3.0,8,clear-day
2013-09-05,19.8,19.8,71.1,0.0,,19.7,15.9,50.1,8,partly-cloudy-day
2013-09-06,21.9,22.0,60.2,0.0,,16.9,16.0,22.2,8,partly-cloudy-day
2013-09-07,25.5,26.2,66.3,0.0,,16.1,15.8,25.5,8,partly-cloudy-day
2013-09-08,20.2,20.2,81.9,0.0,,25.7,15.9,88.7,8,partly-cloudy-day
2013-09-09,25.5,27.1,72.6,0.0,,23.0,13.2,45.1,7,partly-cloudy-day
2013-09-10,29.1,29.2,48.4,0.0,,18.7,16.0,13.5,8,clear-day
2013-09-11,22.8,23.0,76.1,6.388,rain,14.2,15.2,49.4,7,rain
2013-09-12,18.8,18.8,67.8,0.0,,24.3,15.7,24.5,8,partly-cloudy-day
2013-09-13,12.6,12.3,63.3,0.0,,18.3,16.0,4.7,8,clear-day
2013-09-14,14.3,14.2,62.1,0.0,,17.2,16.0,3.9,7,clear-day
2013-09-15,14.2,14.2,85.1,17.589,rain,21.1,14.5,86.3,2,rain
2013-09-16,12.4,11.9,69.4,0.002,rain,22.0,16.0,28.2,8,rain
2013-09-17,13.4,13.4,76.5,1.249,rain,20.9,14.8,34.8,6,rain
2013-09-18,19.7,19.7,78.0,1.487,rain,26.3,15.4,60.4,7,rain
2013-09-19,22.9,23.2,84.4,44.141,rain,25.4,13.3,64.9,5,rain
2013-09-20,18.6,18.6,80.9,0.028,rain,22.4,15.9,79.7,4,rain
2013-09-21,12.4,12.3,78.3,0.0,,18.8,15.9,52.5,8,partly-cloudy-day
2013-09-22,11.2,11.1,74.9,0.002,rain,16.6,15.7,7.3,8,rain
2013-09-23,12.6,12.6,75.1,0.0,,19.7,15.6,7.0,8,clear-day
2013-09-24,13.9,13.9,73.8,0.0,,19.4,13.2,3.1,8,clear-day
2013-09-25,14.1,14.0,77.4,0.0,,15.5,11.6,27.4,8,partly-cloudy-day
2013-09-26,15.0,15.0,73.6,0.0,,19.8,10.1,29.8,7,partly-cloudy-day
2013-09-27,17.7,17.7,64.9,0.0,,28.4,13.5,0.7,7,clear-day
2013-09-28,18.6,18.6,67.3,4.424,rain,39.5,15.1,46.6,7,rain
2013-09-29,14.0,14.0,70.4,0.04,rain,10.7,14.9,7.3,7,rain
2013-09-30,16.0,16.0,57.0,0.0,,27.2,16.0,0.0,7,clear-day
2013-10-01,19.7,19.7,69.2,0.0,,21.2,16.0,1.1,7,clear-day
2013-10-02,16.2,16.2,62.8,0.0,,14.4,13.1,15.5,7,clear-day
2013-10-03,18.8,18.8,79.9,0.062,rain,18.9,14.4,69.2,6,rain
2013-10-04,18.3,18.3,95.3,11.462,rain,22.3,11.3,86.3,5,rain
2013-10-05,18.7,18.7,93.9,4.339,rain,16.6,7.0,94.3,5,rain
2013-10-06,10.8,10.5,70.7,0.706,rain,15.3,16.0,70.0,7,rain
2013-10-07,11.5,10.9,75.0,0.25,rain,18.1,15.7,44.7,7,rain
2013-10-08,14.2,14.2,64.8,0.0,,19.0,16.0,0.0,7,clear-day
2013-10-09,15.3,15.3,62.2,0.007,rain,17.7,16.0,0.0,7,rain
2013-10-10,13.6,13.6,72.3,0.0,,17.9,13.0,1.5,6,clear-day
2013-10-11,16.1,16.1,74.0,0.0,,32.9,12.9,32.9,6,partly-cloudy-day
2013-10-12,16.4,16.4,65.9,0.921,rain,23.9,15.6,38.2,6,rain
2013-10-13,9.0,9.0,68.4,0.0,,16.7,16.0,2.6,7,clear-day
2013-10-14,8.5,8.3,75.1,0.0,,23.3,16.0,16.0,7,clear-day
2013-10-15,12.1,11.9,81.1,6.009,rain,21.4,12.9,80.5,5,rain
2013-10-16,10.2,9.6,84.9,0.135,rain,15.3,15.5,99.6,3,rain
2013-10-17,8.3,8.2,82.9,2.821,rain,9.2,14.0,68.5,4,rain
2013-10-18,7.0,5.6,77.6,0.0,,19.7,16.0,74.6,5,partly-cloudy-day
2013-10-19,5.6,4.5,78.7,0.644,rain,13.3,15.9,57.1,5,rain
2013-10-20,5.8,4.5,86.2,2.092,rain,21.8,14.3,61.6,6,rain
2013-10-21,4.1,1.6,65.8,0.0,,23.0,16.0,81.5,6,partly-cloudy-day
2013-10-22,2.4,1.0,64.6,0.0,,16.4,16.0,36.6,2,partly-cloudy-day
2013-10-23,1.5,-0.4,71.5,0.0,,18.4,15.9,65.0,4,partly-cloudy-day
2013-10-24,2.3,-0.6,63.0,0.0,,21.8,16.0,79.8,5,partly-cloudy-day
2013-10-25,5.0,3.2,56.3,0.0,,23.1,16.0,47.7,6,partly-cloudy-day
2013-10-26,7.9,5.6,50.2,0.0,,29.0,16.0,64.0,6,partly-cloudy-day
2013-10-27,5.4,4.8,60.9,0.0,,18.2,16.0,0.5,6,clear-day
2013-10-28,4.4,0.9,68.5,0.0,,29.4,16.0,76.3,4,partly-cloudy-day
2013-10-29,6.5,4.7,71.3,0.0,,14.8,15.7,67.9,5,partly-cloudy-day
2013-10-30,10.2,9.7,91.9,0.254,rain,24.7,6.1,88.5,2,rain
2013-10-31,13.3,12.7,93.5,14.176,rain,18.1,10.8,99.6,4,rain
2013-11-01,6.5,4.6,85.5,0.901,rain,18.4,14.7,89.3,3,rain
2013-11-02,4.2,2.7,83.8,0.009,rain,19.4,13.9,70.1,5,rain
2013-11-03,3.5,1.9,76.7,0.0,,27.8,12.6,21.7,6,partly-cloudy-day
2013-11-04,9.0,7.2,67.5,0.242,rain,30.8,15.9,51.4,4,rain
2013-11-05,10.4,10.2,88.1,9.769,rain,30.0,10.1,99.6,2,rain
2013-11-06,6.4,4.0,80.0,7.169,rain,26.6,13.3,70.9,4,rain
2013-11-07,1.5,-1.1,72.2,0.0,,14.5,16.0,59.7,5,partly-cloudy-day
2013-11-08,2.6,0.1,71.9,0.0,,38.9,13.7,25.8,4,partly-cloudy-day
2013-11-09,8.4,6.0,59.7,0.0,,30.7,16.0,72.4,5,partly-cloudy-day
2013-11-10,5.5,2.6,56.4,0.0,,20.0,16.0,64.3,5,partly-cloudy-day
2013-11-11,0.7,-3.5,68.9,2.571,"rain,snow",25.5,13.8,74.3,2,rain
2013-11-12,-5.0,-9.2,64.3,0.0,,16.9,16.0,6.0,5,clear-day
2013-11-13,-0.4,-4.8,49.9,0.0,,30.2,16.0,0.0,5,clear-day
2013-11-14,4.8,1.6,50.4,0.242,rain,23.9,15.9,13.5,4,rain
2013-11-15,6.8,4.9,62.4,0.0,,19.8,16.0,18.4,5,clear-day
2013-11-16,9.1,7.3,89.2,4.086,rain,36.9,10.2,77.0,2,rain
2013-11-17,10.3,8.8,87.0,22.971,rain,27.3,13.7,92.2,3,rain
2013-11-18,1.0,-3.4,67.7,0.0,,27.8,16.0,60.1,5,partly-cloudy-day
2013-11-19,-0.8,-3.0,71.7,0.0,,17.6,16.0,3.0,5,clear-day
2013-11-20,2.4,-2.4,75.1,0.999,rain,34.8,14.5,77.0,3,rain
2013-11-21,4.3,2.5,88.6,0.0,,15.5,7.6,100.0,2,cloudy
2013-11-22,-0.3,-4.2,73.1,1.293,"rain,snow",23.4,14.1,51.4,5,rain
2013-11-23,-7.6,-14.4,56.8,0.0,,27.3,15.9,38.3,5,partly-cloudy-day
2013-11-24,-7.7,-12.5,53.8,0.0,,26.5,16.0,0.9,5,clear-day
2013-11-25,-2.6,-7.8,71.4,2.919,snow,23.2,13.7,80.4,3,rain
2013-11-26,-3.2,-8.2,63.5,0.0,,27.6,15.4,71.1,4,partly-cloudy-day
2013-11-27,-7.5,-12.1,61.8,0.0,,17.7,16.0,31.4,4,partly-cloudy-day
2013-11-28,-4.0,-8.1,60.4,0.0,,17.0,15.9,83.9,5,partly-cloudy-day
2013-11-29,-5.8,-8.4,72.2,0.0,,19.5,16.0,0.4,2,clear-day
2013-11-30,0.6,-2.2,72.9,0.0,,19.6,15.5,6.4,4,clear-day
2013-12-01,0.3,-1.4,75.6,0.0,,12.5,14.1,54.6,4,partly-cloudy-day
2013-12-02,-0.1,-2.4,83.6,2.625,"rain,snow",23.6,9.4,74.1,1,rain
2013-12-03,2.6,-0.8,97.4,1.89,"rain,snow",18.7,1.9,100.0,1,rain
2013-12-04,4.7,2.0,95.8,1.828,rain,24.5,4.5,100.0,1,rain
2013-12-05,-5.7,-12.1,67.4,0.0,,23.3,16.0,71.3,4,partly-cloudy-day
2013-12-06,-11.7,-18.1,66.2,0.0,,19.6,16.0,26.4,4,partly-cloudy-day
2013-12-07,-13.7,-18.0,68.5,0.0,,14.4,16.0,27.7,4,partly-cloudy-day
2013-12-08,-9.5,-14.7,75.2,4.022,snow,19.1,9.2,90.9,2,snow
2013-12-09,-12.3,-18.5,73.6,0.726,snow,22.1,13.1,36.5,4,snow
2013-12-10,-12.7,-19.3,65.9,0.242,snow,30.8,14.1,64.1,4,snow
2013-12-11,-13.6,-19.2,65.4,0.0,,22.3,12.9,44.1,5,partly-cloudy-day
2013-12-12,-12.0,-18.0,66.1,0.0,,20.6,16.0,79.4,3,partly-cloudy-day
2013-12-13,-6.5,-10.7,69.8,0.0,,24.9,15.9,82.8,2,partly-cloudy-day
2013-12-14,-6.3,-11.9,82.0,0.241,snow,24.9,11.9,97.7,1,snow
2013-12-15,-11.6,-18.5,62.1,0.0,,23.1,15.7,74.5,4,partly-cloudy-day
2013-12-16,-13.8,-17.4,72.9,4.077,snow,15.8,13.1,76.2,3,snow
2013-12-17,-3.8,-8.8,72.6,0.405,"rain,snow",23.7,13.1,87.1,4,rain
2013-12-18,-4.6,-9.1,65.9,0.0,,30.8,16.0,41.8,4,partly-cloudy-day
2013-12-19,-3.3,-6.9,83.6,0.761,snow,27.5,12.2,66.5,1,rain
2013-12-20,-5.1,-11.2,88.2,0.61,snow,29.5,10.7,100.0,2,snow
2013-12-21,-3.9,-8.5,92.4,0.0,,30.1,6.9,100.0,1,cloudy
2013-12-22,-4.3,-9.1,85.6,9.477,snow,26.4,8.6,99.1,3,snow
2013-12-23,-12.2,-17.1,78.6,0.241,snow,14.6,11.1,84.3,3,snow
2013-12-24,-17.0,-21.4,76.6,1.207,snow,16.7,14.6,35.2,4,snow
2013-12-25,-7.0,-12.0,83.7,2.297,snow,18.8,8.2,99.9,2,snow
2013-12-26,-6.4,-8.9,80.0,0.0,,15.9,14.6,95.6,3,cloudy
2013-12-27,-3.5,-6.2,80.3,0.0,,23.1,11.7,74.4,4,partly-cloudy-day
2013-12-28,1.2,-1.3,75.9,0.0,,19.5,15.5,11.0,4,clear-day
2013-12-29,-6.3,-12.4,71.6,0.0,,28.2,14.7,65.9,3,partly-cloudy-day
2013-12-30,-19.5,-21.9,65.9,1.125,snow,12.0,12.9,58.2,2,snow
2013-12-31,-16.3,-19.5,75.8,2.504,snow,13.7,12.6,83.6,2,snow
2014-01-01,-15.3,-24.2,63.9,0.0,,26.2,14.7,98.0,2,cloudy
2014-01-02,-14.8,-21.8,67.6,0.0,,24.8,14.5,66.0,4,partly-cloudy-day
2014-01-03,-15.9,-22.1,72.7,0.0,,36.7,15.0,48.0,3,partly-cloudy-day
2014-01-04,-3.7,-9.4,69.0,0.0,,32.5,15.6,78.7,2,partly-cloudy-day
2014-01-05,-15.1,-24.6,55.9,0.0,,27.5,16.0,71.0,1,partly-cloudy-day
2014-01-06,-25.1,-36.2,57.4,0.0,,26.5,15.1,45.6,4,partly-cloudy-day
2014-01-07,-21.3,-27.6,62.1,0.0,,15.9,16.0,19.8,4,clear-day
2014-01-08,-19.8,-20.6,69.9,0.0,,10.8,15.9,18.1,4,clear-day
2014-01-09,-15.5,-18.4,75.9,0.0,,17.0,14.0,55.4,4,partly-cloudy-day
2014-01-10,-1.0,-5.3,94.1,3.71,"rain,snow",22.6,3.8,100.0,2,rain
2014-01-11,0.4,-3.6,85.1,0.0,,20.7,12.8,99.6,5,cloudy
2014-01-12,1.0,-3.3,77.3,0.0,,33.1,15.2,79.9,3,partly-cloudy-day
2014-01-13,1.9,-0.7,72.9,0.0,,22.9,16.0,62.6,5,partly-cloudy-day
2014-01-14,-2.6,-8.3,81.1,1.991,"rain,snow",32.2,9.4,99.1,4,rain
2014-01-15,-10.4,-16.9,69.7,0.0,,22.1,15.5,81.4,5,partly-cloudy-day
2014-01-16,-4.2,-10.1,74.3,1.619,"rain,snow",26.3,12.2,91.2,2,rain
2014-01-17,-10.0,-16.3,69.9,0.0,,21.9,12.3,95.2,2,cloudy
2014-01-18,-12.7,-16.2,79.3,0.496,snow,17.9,11.7,62.6,1,snow
2014-01-19,-3.9,-8.2,73.6,0.0,,19.4,15.9,55.7,5,partly-cloudy-day
2014-01-20,-6.3,-12.5,76.5,0.0,,32.4,12.7,98.4,5,cloudy
2014-01-21,-17.4,-23.3,61.4,0.0,,28.1,15.9,36.2,5,partly-cloudy-day
2014-01-22,-15.4,-23.3,65.9,0.242,snow,25.1,11.0,84.6,3,snow
2014-01-23,-18.1,-26.6,58.9,0.0,,26.2,15.9,1.1,5,clear-day
2014-01-24,-10.5,-18.2,63.8,0.726,"rain,snow",30.6,15.1,73.6,4,snow
2014-01-25,-9.4,-16.6,48.3,0.0,,38.9,15.6,28.5,4,partly-cloudy-day
2014-01-26,-11.1,-18.4,71.1,3.735,snow,35.6,9.2,90.4,4,snow
2014-01-27,-20.4,-29.8,55.1,0.0,,28.0,15.1,25.2,5,partly-cloudy-day
2014-01-28,-20.8,-26.8,59.6,0.0,,17.6,16.0,0.0,5,clear-day
2014-01-29,-12.3,-18.6,55.6,0.0,,26.7,16.0,12.2,6,clear-day
2014-01-30,-3.5,-9.6,66.4,1.147,snow,30.7,14.1,69.3,1,snow
2014-01-31,-13.1,-16.0,67.9,0.0,,14.1,16.0,55.7,3,partly-cloudy-day
2014-02-01,-10.2,-12.8,77.2,3.14,snow,13.9,10.7,90.3,3,snow
2014-02-02,-13.6,-16.1,71.7,0.0,,16.9,15.2,21.1,6,partly-cloudy-day
2014-02-03,-15.5,-18.6,66.2,0.0,,19.7,16.0,27.3,6,partly-cloudy-day
2014-02-04,-12.0,-15.4,73.4,0.0,,20.1,14.4,67.3,2,partly-cloudy-day
2014-02-05,-9.6,-16.7,69.8,0.726,snow,27.4,12.4,79.9,3,snow
2014-02-06,-17.7,-24.7,67.6,0.0,,17.3,16.0,5.3,5,clear-day
2014-02-07,-15.5,-21.8,63.2,0.0,,17.0,16.0,10.2,6,clear-day
2014-02-08,-15.2,-17.4,79.9,1.292,snow,12.8,10.2,70.1,2,snow
2014-02-09,-13.3,-17.5,69.6,0.0,,18.8,12.9,34.0,5,partly-cloudy-day
2014-02-10,-18.0,-22.0,61.4,0.0,,13.0,16.0,0.0,6,clear-day
2014-02-11,-18.1,-22.4,64.1,0.0,,17.1,15.9,1.8,6,clear-day
2014-02-12,-12.1,-16.8,73.4,1.017,snow,15.6,11.6,78.6,2,snow
2014-02-13,-5.5,-11.4,72.2,1.612,snow,28.0,12.9,97.6,6,snow
2014-02-14,-9.8,-16.1,66.5,0.0,,22.4,15.9,22.2,5,partly-cloudy-day
2014-02-15,-12.6,-16.1,70.6,0.484,snow,17.7,14.1,50.7,5,snow
2014-02-16,-8.6,-13.8,74.4,0.0,,20.2,13.7,67.4,6,partly-cloudy-day
2014-02-17,-5.1,-10.5,82.1,5.686,snow,36.5,8.7,99.2,4,snow
2014-02-18,-0.5,-3.8,72.5,0.0,,25.8,12.1,50.1,5,partly-cloudy-day
2014-02-19,2.7,-0.2,61.0,0.0,,15.1,16.0,38.8,7,partly-cloudy-day
2014-02-20,1.9,-2.8,87.5,11.661,"rain,snow",33.9,10.4,97.9,4,rain
2014-02-21,-4.7,-11.7,66.7,0.0,,32.5,15.0,54.4,6,partly-cloudy-day
2014-02-22,-6.3,-11.9,57.4,0.0,,22.5,16.0,16.4,6,clear-day
2014-02-23,-9.3,-15.0,57.4,0.0,,20.4,16.0,7.2,7,clear-day
2014-02-24,-9.6,-15.4,56.4,0.0,,24.2,16.0,41.3,7,partly-cloudy-day
2014-02-25,-12.0,-19.0,59.4,0.0,,23.1,15.3,31.8,7,partly-cloudy-day
2014-02-26,-15.2,-23.2,58.2,0.0,,29.2,15.4,42.2,7,partly-cloudy-day
2014-02-27,-16.6,-23.7,46.2,0.369,snow,33.6,15.2,31.1,7,snow
2014-02-28,-12.6,-17.4,64.5,0.926,snow,33.2,14.3,71.9,6,snow
2014-03-01,-11.2,-18.5,68.1,1.949,snow,26.5,11.9,99.4,5,snow
2014-03-02,-16.6,-24.9,44.6,0.0,,20.4,16.0,53.9,7,partly-cloudy-day
2014-03-03,-14.8,-19.1,47.4,0.0,,14.0,16.0,39.4,7,partly-cloudy-day
2014-03-04,-9.1,-13.8,68.8,4.23,snow,12.9,12.2,99.2,7,snow
2014-03-05,-9.4,-15.7,73.1,3.684,snow,27.4,11.0,71.2,5,snow
2014-03-06,-10.4,-14.2,70.9,0.0,,20.0,15.9,26.7,7,partly-cloudy-day
2014-03-07,0.0,-3.9,67.8,0.003,rain,19.2,11.5,67.0,5,rain
2014-03-08,-1.8,-5.2,67.9,0.0,,26.2,14.5,63.7,7,partly-cloudy-day
2014-03-09,-1.5,-4.5,67.0,0.0,,28.6,16.0,49.6,6,partly-cloudy-day
2014-03-10,7.1,6.4,63.4,0.0,,11.7,16.0,65.6,7,partly-cloudy-day
2014-03-11,4.0,2.2,79.5,0.933,rain,20.0,15.5,88.2,3,rain
2014-03-12,-2.9,-7.7,68.6,0.0,,27.1,14.2,74.3,5,partly-cloudy-day
2014-03-13,-2.9,-7.1,67.9,0.0,,25.1,16.0,32.4,7,partly-cloudy-day
2014-03-14,5.7,2.4,62.8,0.0,,39.4,16.0,51.6,8,partly-cloudy-day
2014-03-15,0.3,-2.8,59.4,0.0,,22.1,16.0,58.8,6,partly-cloudy-day
2014-03-16,-6.7,-13.6,61.4,0.0,,35.8,15.8,57.6,7,partly-cloudy-day
2014-03-17,-3.9,-8.6,60.8,0.0,,31.6,16.0,54.5,7,partly-cloudy-day
2014-03-18,2.4,-1.5,72.3,0.0,,25.6,14.4,58.1,7,partly-cloudy-day
2014-03-19,2.0,-1.9,83.9,4.784,"rain,snow",26.8,8.0,100.0,4,rain
2014-03-20,1.9,0.0,63.7,0.0,,16.3,16.0,40.8,7,partly-cloudy-day
2014-03-21,3.1,1.0,71.1,0.0,,30.5,15.3,49.2,6,partly-cloudy-day
2014-03-22,-0.1,-5.2,58.3,0.0,,32.0,15.9,78.3,8,partly-cloudy-day
2014-03-23,-6.1,-11.7,49.5,0.0,,21.9,16.0,25.8,8,partly-cloudy-day
2014-03-24,-3.4,-6.9,57.1,0.809,snow,22.6,15.4,51.6,8,rain
2014-03-25,-6.2,-11.9,55.2,0.729,snow,27.7,15.8,40.7,8,snow
2014-03-26,-3.7,-7.7,57.4,0.0,,36.3,16.0,57.7,8,partly-cloudy-day
2014-03-27,4.3,0.0,82.7,6.755,"rain,snow",28.6,8.6,100.0,2,rain
2014-03-28,2.4,-1.1,78.9,4.09,rain,29.4,14.2,94.2,8,rain
2014-03-29,2.8,0.8,66.9,0.0,,17.9,13.6,49.9,8,partly-cloudy-day
2014-03-30,5.7,3.7,57.1,0.0,,27.5,16.0,23.6,8,partly-cloudy-day
2014-03-31,12.1,11.0,54.6,0.0,,49.1,16.0,58.0,8,wind
2014-04-01,2.5,-1.8,59.4,0.0,,32.1,15.9,69.1,9,partly-cloudy-day
2014-04-02,2.7,0.4,61.1,0.0,,26.8,15.7,43.3,7,partly-cloudy-day
2014-04-03,3.2,-1.9,62.6,0.005,rain,33.9,16.0,100.0,4,rain
2014-04-04,2.0,-2.3,82.5,3.221,"rain,snow",31.5,10.8,98.4,5,rain
2014-04-05,4.4,3.1,56.8,0.0,,16.0,16.0,12.5,9,clear-day
2014-04-06,8.4,7.4,53.3,0.0,,24.7,16.0,53.6,6,partly-cloudy-day
2014-04-07,9.6,9.1,64.1,2.883,rain,19.2,15.4,90.1,4,rain
2014-04-08,9.3,8.1,60.9,0.003,rain,22.2,16.0,72.2,8,rain
2014-04-09,9.2,8.8,47.1,0.0,,25.0,16.0,26.9,9,partly-cloudy-day
2014-04-10,13.0,12.9,33.6,0.0,,24.1,16.0,46.7,6,partly-cloudy-day
2014-04-11,11.0,10.7,41.6,0.0,,21.8,16.0,42.8,9,partly-cloudy-day
2014-04-12,10.2,8.9,64.4,0.703,rain,31.1,15.2,66.7,6,rain
2014-04-13,9.1,7.5,93.1,62.548,rain,42.1,8.1,100.0,5,rain
2014-04-14,1.1,-4.2,81.3,12.861,"rain,snow",38.1,12.2,99.0,7,rain
2014-04-15,-1.9,-4.4,60.4,0.403,snow,20.6,15.7,48.7,8,rain
2014-04-16,4.5,1.4,55.2,0.0,,47.2,16.0,79.3,8,partly-cloudy-day
2014-04-17,8.0,5.6,59.8,0.0,,30.6,16.0,82.7,9,partly-cloudy-day
2014-04-18,5.3,3.8,64.6,0.0,,17.5,14.5,15.6,9,clear-day
2014-04-19,9.7,8.2,50.6,0.0,,30.7,16.0,40.6,9,partly-cloudy-day
2014-04-20,16.6,16.6,51.2,0.306,rain,24.8,15.9,68.2,8,rain
2014-04-21,16.5,16.5,71.8,1.225,rain,23.0,14.8,69.4,6,rain
2014-04-22,9.4,7.7,45.4,0.0,,26.2,16.0,14.6,9,clear-day
2014-04-23,6.4,5.2,56.8,3.181,rain,22.6,15.7,59.6,8,rain
2014-04-24,7.4,5.3,78.1,8.691,rain,30.0,14.0,100.0,5,rain
2014-04-25,12.3,11.5,61.7,1.67,rain,26.7,13.9,56.0,9,rain
2014-04-26,7.6,5.4,60.1,0.0,,29.0,16.0,35.8,9,partly-cloudy-day
2014-04-27,7.1,3.8,68.6,6.075,rain,45.8,15.7,94.6,7,rain
2014-04-28,7.5,3.1,76.3,18.053,rain,43.0,14.2,100.0,3,rain
2014-04-29,7.7,5.2,90.6,6.114,rain,27.3,12.1,99.9,3,rain
2014-04-30,8.0,5.7,83.3,0.246,rain,22.0,15.0,99.3,6,rain
2014-05-01,6.9,4.9,83.0,0.737,rain,19.5,14.0,100.0,6,rain
2014-05-02,9.1,7.8,75.5,0.468,rain,15.8,15.9,97.7,6,rain
2014-05-03,12.2,11.6,59.0,0.0,,33.7,16.0,63.0,9,partly-cloudy-day
2014-05-04,10.8,9.9,41.3,0.0,,26.9,15.9,54.1,8,partly-cloudy-day
2014-05-05,10.0,8.5,51.0,0.0,,30.0,16.0,59.5,9,partly-cloudy-day
2014-05-06,10.8,9.8,55.2,0.0,,32.1,16.0,48.9,9,partly-cloudy-day
2014-05-07,12.5,12.1,63.3,0.389,rain,27.6,16.0,68.0,6,rain
2014-05-08,20.7,20.7,66.0,0.0,,31.3,14.5,62.7,6,partly-cloudy-day
2014-05-09,16.5,16.5,67.3,0.245,rain,26.2,16.0,76.6,10,rain
2014-05-10,15.1,15.1,56.2,0.0,,15.1,15.7,40.1,8,partly-cloudy-day
2014-05-11,18.8,18.8,63.9,4.727,rain,17.7,16.0,56.5,5,rain
2014-05-12,20.7,20.7,84.6,22.079,rain,24.7,14.6,89.3,4,rain
2014-05-13,13.5,13.5,77.4,5.627,rain,18.3,15.4,91.5,5,rain
2014-05-14,10.4,10.1,60.4,0.0,,19.7,15.9,64.9,6,partly-cloudy-day
2014-05-15,9.0,7.4,61.3,1.71,rain,26.3,15.4,92.5,8,rain
2014-05-16,7.5,6.4,57.9,0.003,rain,14.9,16.0,89.3,7,rain
2014-05-17,11.0,10.8,44.6,0.0,,20.5,16.0,69.9,9,partly-cloudy-day
2014-05-18,15.8,15.5,37.7,0.0,,19.4,16.0,47.6,10,partly-cloudy-day
2014-05-19,14.1,14.1,60.1,3.094,rain,42.7,15.6,69.3,7,rain
2014-05-20,22.2,22.2,61.8,0.558,rain,28.4,15.8,78.8,8,rain
2014-05-21,21.3,21.1,61.5,0.0,,23.1,10.9,39.2,9,partly-cloudy-day
2014-05-22,16.8,16.8,55.6,0.0,,18.3,16.0,39.4,8,partly-cloudy-day
